iso639_3,glottocode,name,l1_speakers,year,source_note
mnw,monn1252,Mon,850000,2004,"wikidata P1098 (unqualified, assumed L1)"
nut,nung1283,Nung (Viet Nam),850000,,"wikidata P1098 (unqualified, assumed L1)"
fry,west2354,Western Frisian,845100,2014,"wikidata P1098 (unqualified, assumed L1)"
kha,khas1269,Khasi,843000,2001,"wikidata P1098 (unqualified, assumed L1)"
nia,nias1242,Nias,825768,,"wikidata P1098 (unqualified, assumed L1)"
swg,swab1242,Swabian,820000,2006,wikidata P1098 (first-language qualified)
ium,iumi1238,Iu Mien,820000,,"wikidata P1098 (unqualified, assumed L1)"
ndo,ndon1254,Ndonga,810000,2006,"wikidata P1098 (unqualified, assumed L1)"
adx,amdo1237,Amdo Tibetan,810000,,"wikidata P1098 (unqualified, assumed L1)"
tig,tigr1270,Tigre,800000,,"wikidata P1098 (unqualified, assumed L1)"
nup,nupe1254,Nupe-Nupe-Tako,800000,1990,wikidata P1098 (first-language qualified)
dty,doty1234,Dotyali,790000,2011,"wikidata P1098 (unqualified, assumed L1)"
mrw,mara1404,Maranao,780000,1990,wikidata P1098 (first-language qualified)
pnt,pont1253,Pontic,778000,2012,"wikidata P1098 (unqualified, assumed L1)"
ava,avar1256,Avar,766500,2010,"wikidata P1098 (unqualified, assumed L1)"
rki,rakh1245,Rakhine,765000,,"wikidata P1098 (unqualified, assumed L1)"
tly,taly1247,North-Central Talysh,764400,,"wikidata P1098 (unqualified, assumed L1)"
blt,taid1247,Tai Dam,760000,,"wikidata P1098 (unqualified, assumed L1)"
eus,basq1248,Basque,750000,2016,"wikidata P1098 (unqualified, assumed L1)"
fvr,furr1244,Fur,746000,,"wikidata P1098 (unqualified, assumed L1)"
gaa,gaaa1244,Ga,745000,2013,"wikidata P1098 (unqualified, assumed L1)"
anp,angi1238,Angika,740000,,"wikidata P1098 (unqualified, assumed L1)"
hni,hani1248,Hani,740000,,"wikidata P1098 (unqualified, assumed L1)"
chv,chuv1255,Chuvash,738070,2024,"wikidata P1098 (unqualified, assumed L1)"
cym,wels1247,Welsh,724000,,"wikidata P1098 (unqualified, assumed L1)"
rng,rong1268,Ronga,722000,,"wikidata P1098 (unqualified, assumed L1)"
scl,shin1264,Shina,720200,2018,wikidata P1098 (first-language qualified)
gur,fare1241,Farefare,720000,2003,wikidata P1098 (first-language qualified)
yua,yuca1254,Yucatec Maya,706000,,"wikidata P1098 (unqualified, assumed L1)"
lic,hlai1239,Hlai,700000,,"wikidata P1098 (unqualified, assumed L1)"
gyn,creo1235,Guyanese Creole English,700000,,"wikidata P1098 (unqualified, assumed L1)"
trp,kokb1239,Kok Borok,700000,,"wikidata P1098 (unqualified, assumed L1)"
hwc,hawa1247,Hawai'i Creole English,700000,2012,"wikidata P1098 (unqualified, assumed L1)"
khb,luuu1242,Lü,700000,,"wikidata P1098 (unqualified, assumed L1)"
pcd,pica1241,Picard,700000,,"wikidata P1098 (unqualified, assumed L1)"
kri,krio1253,Krio,692000,2016,wikidata P1098 (first-language qualified)
ruf,lugu1238,Luguru,692000,,"wikidata P1098 (unqualified, assumed L1)"
mgr,mamb1296,Mambwe-Lungu,674000,,"wikidata P1098 (unqualified, assumed L1)"
fia,nobi1240,Nobiin,669000,,"wikidata P1098 (unqualified, assumed L1)"
ksb,sham1280,Shambala,664000,,"wikidata P1098 (unqualified, assumed L1)"
tdd,tain1252,Tai Nüa,650000,,"wikidata P1098 (unqualified, assumed L1)"
tyr,taid1249,Tai Daeng-Meuay,650000,,"wikidata P1098 (unqualified, assumed L1)"
uki,gums1237,Gumsai,645000,,"wikidata P1098 (unqualified, assumed L1)"
cps,capi1239,Capiznon,640000,2000,"wikidata P1098 (unqualified, assumed L1)"
ttq,tawa1286,Tawallammat Tamajaq,640000,,"wikidata P1098 (unqualified, assumed L1)"
nbl,sout3270,South Transvaal Ndebele,640000,,"wikidata P1098 (unqualified, assumed L1)"
lez,lezg1247,Lezgian,633610,2010,"wikidata P1098 (unqualified, assumed L1)"
rag,logo1258,Logooli,618300,2009,"wikidata P1098 (unqualified, assumed L1)"
rue,rusy1239,Rusyn,610000,,"wikidata P1098 (unqualified, assumed L1)"
koo,konz1239,Konzo,609000,2002,"wikidata P1098 (unqualified, assumed L1)"
rcf,reun1238,Réunion Creole French,600000,,"wikidata P1098 (unqualified, assumed L1)"
mfe,mori1278,Morisyen,600000,1989,"wikidata P1098 (unqualified, assumed L1)"
kaj,jjuu1238,Jju,600000,2020,"wikidata P1098 (unqualified, assumed L1)"
wln,wall1255,Walloon,600000,2007,"wikidata P1098 (unqualified, assumed L1)"
ahk,akha1245,Akha,600000,2007,"wikidata P1098 (unqualified, assumed L1)"
btx,bata1293,Batak Karo,600000,1991,"wikidata P1098 (unqualified, assumed L1)"
vav,varl1238,Dungar Varli,600000,,"wikidata P1098 (unqualified, assumed L1)"
loz,lozi1239,Lozi,600000,,"wikidata P1098 (unqualified, assumed L1)"
sag,sang1328,Sango,599000,2017,wikidata P1098 (first-language qualified)
kaa,kara1467,Kara-Kalpak,583410,2010,"wikidata P1098 (unqualified, assumed L1)"
leb,lala1264,Lala-Bisa,580000,2006,"wikidata P1098 (unqualified, assumed L1)"
ewo,ewon1239,Ewondo,578000,,"wikidata P1098 (unqualified, assumed L1)"
ady,adyg1241,West Circassian,575900,2010,"wikidata P1098 (unqualified, assumed L1)"
syc,clas1252,Classical Syriac,575000,,"wikidata P1098 (unqualified, assumed L1)"
mlt,malt1254,Maltese,570000,2012,wikidata P1098 (first-language qualified)
kfp,korw1242,Korwa,570000,,"wikidata P1098 (unqualified, assumed L1)"
rmn,balk1252,Balkan Romani,563670,2013,wikidata P1098 (first-language qualified)
crh,crim1257,Crimean Tatar,552740,2021,"wikidata P1098 (unqualified, assumed L1)"
rmy,vlax1238,Vlax Romani,538480,,wikidata P1098 (first-language qualified)
lij,ligu1248,Ligurian,500000,,"wikidata P1098 (unqualified, assumed L1)"
taq,tama1365,Tamasheq,500000,2023,wikidata P1098 (first-language qualified)
qxp,puno1238,Puno Quechua,500000,2002,"wikidata P1098 (unqualified, assumed L1)"
pov,uppe1455,Upper Guinea Crioulo,500000,,"wikidata P1098 (unqualified, assumed L1)"
sgs,samo1265,Samogitian,500000,2009,"wikidata P1098 (unqualified, assumed L1)"
cak,kaqc1270,Kaqchikel,500000,,"wikidata P1098 (unqualified, assumed L1)"
asa,asut1235,Asu (Tanzania),500000,2000,"wikidata P1098 (unqualified, assumed L1)"
fly,tsot1242,Tsotsitaal,500000,,"wikidata P1098 (unqualified, assumed L1)"
sda,tora1261,Toraja-Sa'dan,500000,,"wikidata P1098 (unqualified, assumed L1)"
lus,lush1249,Mizo,500000,1997,"wikidata P1098 (unqualified, assumed L1)"
awn,awng1244,Awngi,490000,,"wikidata P1098 (unqualified, assumed L1)"
kdt,kuyy1240,Kuy,488900,2006,"wikidata P1098 (unqualified, assumed L1)"
mhr,east2328,Eastern Mari,482000,2012,"wikidata P1098 (unqualified, assumed L1)"
adh,adho1243,Adhola,480000,2014,"wikidata P1098 (unqualified, assumed L1)"
kjg,khmu1256,Khmu,480000,1985,"wikidata P1098 (unqualified, assumed L1)"
kfq,kork1243,Korku,478000,,"wikidata P1098 (unqualified, assumed L1)"
kge,kome1238,Komering,470000,2000,wikidata P1098 (first-language qualified)
bgx,balk1254,Rumelian Turkish,464000,2021,"wikidata P1098 (unqualified, assumed L1)"
tet,tetu1245,Tetum,463500,2011,"wikidata P1098 (unqualified, assumed L1)"
irk,iraq1241,Iraqw,460000,,"wikidata P1098 (unqualified, assumed L1)"
szl,sile1253,Silesian,457900,2021,wikidata P1098 (first-language qualified)
sah,yaku1245,Sakha,450000,2010,"wikidata P1098 (unqualified, assumed L1)"
lhu,lahu1253,Lahu,450000,,"wikidata P1098 (unqualified, assumed L1)"
lob,lobi1245,Lobi,440000,1991,"wikidata P1098 (unqualified, assumed L1)"
xal,kalm1243,Oirad-Kalmyk-Darkhat,431800,2021,"wikidata P1098 (unqualified, assumed L1)"
cbk,chav1241,Chavacano,431000,2005,"wikidata P1098 (unqualified, assumed L1)"
kum,kumy1244,Kumyk,426212,2010,"wikidata P1098 (unqualified, assumed L1)"
kek,kekc1242,Q'eqchi',420000,,"wikidata P1098 (unqualified, assumed L1)"
bsq,nucl1418,Bassa,420000,,"wikidata P1098 (unqualified, assumed L1)"
smo,samo1305,Samoan,415720,2015,"wikidata P1098 (unqualified, assumed L1)"
srn,sran1240,Sranan Tongo,415700,2016,wikidata P1098 (first-language qualified)
srb,sora1254,Sora,410000,,"wikidata P1098 (unqualified, assumed L1)"
dyo,jola1263,Jola-Fonyi,410000,2006,"wikidata P1098 (unqualified, assumed L1)"
ibg,iban1267,Ibanag,400000,2010,wikidata P1098 (first-language qualified)
cja,west2650,Western Cham,400000,,"wikidata P1098 (unqualified, assumed L1)"
anc,ngas1240,Ngas,400000,,"wikidata P1098 (unqualified, assumed L1)"
mrh,mara1382,Mara,400000,,"wikidata P1098 (unqualified, assumed L1)"
dug,duru1249,Duruma,397000,2009,"wikidata P1098 (unqualified, assumed L1)"
pbv,pnar1238,Pnar,395124,2011,wikidata P1098 (first-language qualified)
ltz,luxe1241,Moselle Franconian,391200,2012,wikidata P1098 (first-language qualified)
bwx,buna1273,Bunu,390000,2001,wikidata P1098 (first-language qualified)
tap,taab1238,Taabwa,382000,,"wikidata P1098 (unqualified, assumed L1)"
hif,fiji1242,Fiji Hindi,380000,1991,"wikidata P1098 (unqualified, assumed L1)"
wti,bert1248,Berta,367000,,"wikidata P1098 (unqualified, assumed L1)"
kyk,kama1363,Kamayo,363000,2000,"wikidata P1098 (unqualified, assumed L1)"
isl,icel1247,Icelandic,358000,2013,wikidata P1098 (first-language qualified)
ziw,zigu1244,Zigula-Mushungulu,355000,,"wikidata P1098 (unqualified, assumed L1)"
prv,prov1247,Provençal (Retired),354500,,"wikidata P1098 (unqualified, assumed L1)"
tzo,tzot1259,Tzotzil,350000,,"wikidata P1098 (unqualified, assumed L1)"
kxv,kuvi1243,Kuvi,350000,,"wikidata P1098 (unqualified, assumed L1)"
msb,masb1238,Masbatenyo,350000,2002,wikidata P1098 (first-language qualified)
rej,reja1240,Rejang,350000,,"wikidata P1098 (unqualified, assumed L1)"
peg,peng1244,Pengo,350000,2000,"wikidata P1098 (unqualified, assumed L1)"
ank,goem1240,Goemai,347005,,"wikidata P1098 (unqualified, assumed L1)"
bcq,benc1235,Bench,347000,,"wikidata P1098 (unqualified, assumed L1)"
xmf,ming1252,Mingrelian,345530,2015,"wikidata P1098 (unqualified, assumed L1)"
fij,fiji1243,Fijian,341270,1996,wikidata P1098 (first-language qualified)
div,dhiv1236,Dhivehi,340500,2012,"wikidata P1098 (unqualified, assumed L1)"
ccp,chak1266,Chakma,326000,2007,"wikidata P1098 (unqualified, assumed L1)"
inh,ingu1240,Ingush,322900,2010,"wikidata P1098 (unqualified, assumed L1)"
pap,papi1253,Papiamento,321300,2011,wikidata P1098 (first-language qualified)
ebu,embu1241,Embu,320000,2009,"wikidata P1098 (unqualified, assumed L1)"
ann,obol1243,Obolo,318000,,"wikidata P1098 (unqualified, assumed L1)"
zdj,ngaz1238,Ngazidja Comorian,312000,,"wikidata P1098 (unqualified, assumed L1)"
krc,kara1465,Karachay-Balkar,310400,2010,"wikidata P1098 (unqualified, assumed L1)"
nyd,nyor1244,Nyore,310000,2009,"wikidata P1098 (unqualified, assumed L1)"
nxq,naxi1245,Naxi,310000,,"wikidata P1098 (unqualified, assumed L1)"
nbf,naxi1246,Naxi (Retired),310000,,"wikidata P1098 (unqualified, assumed L1)"
ish,esan1238,Esan,300000,1994,"wikidata P1098 (unqualified, assumed L1)"
swi,suii1243,Sui,300000,2007,"wikidata P1098 (unqualified, assumed L1)"
mnb,muna1247,Muna,300000,,"wikidata P1098 (unqualified, assumed L1)"
fur,friu1240,Friulian,300000,2002,"wikidata P1098 (unqualified, assumed L1)"
guc,wayu1243,Wayuu,300000,,"wikidata P1098 (unqualified, assumed L1)"
arn,mapu1245,Mapudungun,300000,,"wikidata P1098 (unqualified, assumed L1)"
say,saya1246,Saya,300000,2013,"wikidata P1098 (unqualified, assumed L1)"
osi,osin1237,Osing,300000,2000,"wikidata P1098 (unqualified, assumed L1)"
hsh,hung1263,Hungarian Sign Language,300000,,"wikidata P1098 (unqualified, assumed L1)"
saz,saur1248,Saurashtra,300000,,"wikidata P1098 (unqualified, assumed L1)"
jab,hyam1245,Hyam,300000,2014,"wikidata P1098 (unqualified, assumed L1)"
smw,sumb1241,Sumbawa,300000,1989,"wikidata P1098 (unqualified, assumed L1)"
gcr,guia1246,Guianese Creole French,300000,,"wikidata P1098 (unqualified, assumed L1)"
tyv,tuvi1240,Tuvinian,297000,2010,"wikidata P1098 (unqualified, assumed L1)"
mde,maba1277,Maba (Chad),296000,,"wikidata P1098 (unqualified, assumed L1)"
bft,balt1258,Balti,290000,,"wikidata P1098 (unqualified, assumed L1)"
khw,khow1242,Khowar,290000,2004,"wikidata P1098 (unqualified, assumed L1)"
alw,alab1254,Alaba-K'abeena,287000,2007,"wikidata P1098 (unqualified, assumed L1)"
aiw,aari1239,Aari,285000,2007,wikidata P1098 (first-language qualified)
fsl,fren1243,French Sign Language,283000,2008,"wikidata P1098 (unqualified, assumed L1)"
mne,naba1253,Naba,280000,2006,"wikidata P1098 (unqualified, assumed L1)"
twh,taid1250,Tai Dón,280000,2002,"wikidata P1098 (unqualified, assumed L1)"
zib,zimb1247,Zimbabwe Sign Language,280000,2008,"wikidata P1098 (unqualified, assumed L1)"
tza,tanz1238,Tanzanian Sign Language,278000,2008,"wikidata P1098 (unqualified, assumed L1)"
wni,ndzw1235,Ndzwani Comorian,275000,,"wikidata P1098 (unqualified, assumed L1)"
zag,zagh1240,Beria,274000,2006,"wikidata P1098 (unqualified, assumed L1)"
wss,wasa1244,Wasa,273000,,"wikidata P1098 (unqualified, assumed L1)"
ssy,saho1246,Saho,271180,,"wikidata P1098 (unqualified, assumed L1)"
udm,udmu1245,Udmurt,270000,2020,wikidata P1098 (first-language qualified)
jra,jara1266,Jarai,262800,,"wikidata P1098 (unqualified, assumed L1)"
njo,aona1235,Ao Naga,261000,2001,"wikidata P1098 (unqualified, assumed L1)"
pdt,plau1238,Plautdietsch,261000,,"wikidata P1098 (unqualified, assumed L1)"
kcg,tyap1238,Tyap,255000,,"wikidata P1098 (unqualified, assumed L1)"
drt,dren1238,Drents,255000,2009,wikidata P1098 (first-language qualified)
ngb,nort2774,Northern Ngbandi,250290,,"wikidata P1098 (unqualified, assumed L1)"
gsc,gasc1241,Gascon (Retired),250000,,"wikidata P1098 (unqualified, assumed L1)"
lzz,lazz1240,Laz,250000,,"wikidata P1098 (unqualified, assumed L1)"
naq,nama1264,Nama (Namibia),250000,,"wikidata P1098 (unqualified, assumed L1)"
eto,eton1253,Eton-Mengisa,250000,2005,wikidata P1098 (first-language qualified)
thz,taya1257,Tayart Tamajeq,250000,,"wikidata P1098 (unqualified, assumed L1)"
bde,bade1248,Bade,250000,,"wikidata P1098 (unqualified, assumed L1)"
eth,ethi1238,Ethiopian Sign Language,250000,2008,"wikidata P1098 (unqualified, assumed L1)"
ase,amer1248,American Sign Language,250000,1972,"wikidata P1098 (unqualified, assumed L1)"
kua,kuan1247,Kuanyama,247000,2006,"wikidata P1098 (unqualified, assumed L1)"
kxc,kons1243,Konso,240000,2017,"wikidata P1098 (unqualified, assumed L1)"
xbr,kamb1299,Kambera,240000,2009,wikidata P1098 (first-language qualified)
dzo,dzon1239,Dzongkha,237080,2010,"wikidata P1098 (unqualified, assumed L1)"
her,here1253,Herero,237000,,"wikidata P1098 (unqualified, assumed L1)"
cnr,mont1282,Montenegrin Standard,232600,,"wikidata P1098 (unqualified, assumed L1)"
aii,assy1241,Assyrian Neo-Aramaic,232300,,"wikidata P1098 (unqualified, assumed L1)"
enq,enga1252,Enga,230000,2000,"wikidata P1098 (unqualified, assumed L1)"
bto,irig1242,Iriga Bicolano,230000,2000,wikidata P1098 (first-language qualified)
bas,basa1284,Basa (Cameroon),230000,,"wikidata P1098 (unqualified, assumed L1)"
njz,nyis1236,Nyishi-Hill Miri,230000,,"wikidata P1098 (unqualified, assumed L1)"
frp,fran1260,Arpitan,227000,2013,"wikidata P1098 (unqualified, assumed L1)"
zea,zeeu1238,Zeeuws,220000,,"wikidata P1098 (unqualified, assumed L1)"
ukl,ukra1235,Ukrainian Sign Language,219000,,"wikidata P1098 (unqualified, assumed L1)"
lam,lamb1271,Lamba,219000,,"wikidata P1098 (unqualified, assumed L1)"
guk,gumu1244,Northern Gumuz,219000,2007,"wikidata P1098 (unqualified, assumed L1)"
bxr,russ1264,Russia Buriat,219000,2010,"wikidata P1098 (unqualified, assumed L1)"
ami,amis1246,Amis,215000,2020,"wikidata P1098 (unqualified, assumed L1)"
mri,maor1246,Maori,213849,2023,"wikidata P1098 (unqualified, assumed L1)"
enn,enge1239,Egene,211000,,"wikidata P1098 (unqualified, assumed L1)"
xan,xamt1239,Xamtanga,210000,2007,"wikidata P1098 (unqualified, assumed L1)"
bdr,west2560,West Coast Bajau,210000,2010,"wikidata P1098 (unqualified, assumed L1)"
ext,extr1243,Extremaduran,201500,100,"wikidata P1098 (unqualified, assumed L1)"
sce,dong1285,Dongxiang,200000,2007,"wikidata P1098 (unqualified, assumed L1)"
ltg,east2282,East Latvian,200000,2009,"wikidata P1098 (unqualified, assumed L1)"
kzj,coas1294,Coastal Kadazan,200000,,"wikidata P1098 (unqualified, assumed L1)"
frs,nort2628,German Northern Low Saxon,200000,2015,"wikidata P1098 (unqualified, assumed L1)"
kfa,koda1255,Kodava,200000,2001,"wikidata P1098 (unqualified, assumed L1)"
yba,yala1263,Yala,200000,2008,"wikidata P1098 (unqualified, assumed L1)"
mvz,mesq1240,Mesqan,195000,2007,"wikidata P1098 (unqualified, assumed L1)"
fip,fipa1238,Fipa,195000,,"wikidata P1098 (unqualified, assumed L1)"
abk,abkh1244,Abkhaz,190110,2015,"wikidata P1098 (unqualified, assumed L1)"
cab,gari1256,Garifuna,190000,,"wikidata P1098 (unqualified, assumed L1)"
ton,tong1325,Tonga (Tonga Islands),186010,2015,"wikidata P1098 (unqualified, assumed L1)"
uum,urum1249,Kipchak Urum,185000,2021,"wikidata P1098 (unqualified, assumed L1)"
slp,lama1277,Lamaholot,180000,2010,"wikidata P1098 (unqualified, assumed L1)"
dnw,west2594,Western Dani,180000,1993,"wikidata P1098 (unqualified, assumed L1)"
miq,misk1235,Mískito,180000,,"wikidata P1098 (unqualified, assumed L1)"
ctu,chol1282,Chol,180000,,"wikidata P1098 (unqualified, assumed L1)"
kvk,kore1273,Korean Sign Language,180000,2008,wikidata P1098 (first-language qualified)
dtp,cent2100,Kadazan Dusun,180000,1991,"wikidata P1098 (unqualified, assumed L1)"
njh,loth1237,Lotha Naga,179467,2001,"wikidata P1098 (unqualified, assumed L1)"
thk,thar1283,Tharaka,176000,2009,"wikidata P1098 (unqualified, assumed L1)"
cla,ronn1241,Ron,176000,,"wikidata P1098 (unqualified, assumed L1)"
tsj,tsha1245,Tshangla,175000,,"wikidata P1098 (unqualified, assumed L1)"
ski,sika1262,Sika,175000,1995,"wikidata P1098 (unqualified, assumed L1)"
tsz,pure1242,Purepecha,175000,,"wikidata P1098 (unqualified, assumed L1)"
rsb,roma1241,Serbo-Bosnian Vlax,170000,2006,wikidata P1098 (first-language qualified)
qus,sant1432,Santiago del Estero Quichua,170000,2000,"wikidata P1098 (unqualified, assumed L1)"
nav,nava1243,Navajo,169369,2011,"wikidata P1098 (unqualified, assumed L1)"
bkd,binu1244,Talaandig-Binukid,168234,2010,wikidata P1098 (first-language qualified)
hns,cari1275,Caribbean Hindustani,165000,,"wikidata P1098 (unqualified, assumed L1)"
dop,lukp1238,Lukpa,160000,2012,"wikidata P1098 (unqualified, assumed L1)"
bdq,bahn1262,Bahnar,160000,1999,wikidata P1098 (first-language qualified)
kqy,koor1239,Koorete,159200,2007,"wikidata P1098 (unqualified, assumed L1)"
kdn,kund1255,Chikunda,157000,,"wikidata P1098 (unqualified, assumed L1)"
leh,lenj1248,Lenje,156000,,"wikidata P1098 (unqualified, assumed L1)"
kpv,komi1268,Komi-Zyrian,156000,2010,"wikidata P1098 (unqualified, assumed L1)"
lbe,lakk1252,Lak,154820,2010,"wikidata P1098 (unqualified, assumed L1)"
mjg,huzh1238,Mongghul,152000,2000,"wikidata P1098 (unqualified, assumed L1)"
cos,cors1241,Corsican,151000,2013,"wikidata P1098 (unqualified, assumed L1)"
aig,anti1245,Antigua and Barbuda Creole English,150000,,"wikidata P1098 (unqualified, assumed L1)"
mzb,tumz1238,Tumzabt,150000,2010,"wikidata P1098 (unqualified, assumed L1)"
ngu,guer1241,Central Guerrero Nahuatl,150000,1998,"wikidata P1098 (unqualified, assumed L1)"
kyu,west2409,Western Kayah,150000,2008,"wikidata P1098 (unqualified, assumed L1)"
bno,bant1288,Bantoanon,150000,,wikidata P1098 (first-language qualified)
rmc,carp1235,Central Romani,150000,,"wikidata P1098 (unqualified, assumed L1)"
mki,dhat1238,Dhatki,150000,,"wikidata P1098 (unqualified, assumed L1)"
hus,huas1242,Huastec,150000,,"wikidata P1098 (unqualified, assumed L1)"
mhy,maan1238,Ma'anyan,150000,2003,"wikidata P1098 (unqualified, assumed L1)"
gag,gaga1249,Gagauz,148720,2014,"wikidata P1098 (unqualified, assumed L1)"
pdc,penn1240,Pennsylvania German,148000,2015,"wikidata P1098 (unqualified, assumed L1)"
nka,nkoy1244,Nkoya,146000,,"wikidata P1098 (unqualified, assumed L1)"
mve,marw1256,Marwari (Pakistan),146000,2016,"wikidata P1098 (unqualified, assumed L1)"
gle,iris1253,Irish,141000,2019,wikidata P1098 (first-language qualified)
jbn,nafu1238,Nafusi,140000,2006,"wikidata P1098 (unqualified, assumed L1)"
pua,west2631,Western Highland Purepecha,140000,2020,wikidata P1098 (first-language qualified)
pbb,paez1247,Páez,140000,,"wikidata P1098 (unqualified, assumed L1)"
anu,anua1242,Anuak,140000,,"wikidata P1098 (unqualified, assumed L1)"
lad,ladi1251,Ladino,137000,2016,"wikidata P1098 (unqualified, assumed L1)"
pmf,pamo1252,Pamona,137000,2000,"wikidata P1098 (unqualified, assumed L1)"
bfq,bada1257,Badaga,134000,2011,"wikidata P1098 (unqualified, assumed L1)"
mrr,mari1414,Maria (India),134000,,"wikidata P1098 (unqualified, assumed L1)"
ngp,ngul1246,Ngulu,132000,,"wikidata P1098 (unqualified, assumed L1)"
mgm,mamb1306,Mambae,130000,2010,wikidata P1098 (first-language qualified)
pof,poke1238,Poke,130000,1984,"wikidata P1098 (unqualified, assumed L1)"
tan,nucl1696,Tangale,130000,,"wikidata P1098 (unqualified, assumed L1)"
tab,taba1259,Tabasaran,126900,2010,"wikidata P1098 (unqualified, assumed L1)"
cnh,haka1240,Haka Chin,125000,,"wikidata P1098 (unqualified, assumed L1)"
tpi,tokp1240,Tok Pisin,122000,2004,wikidata P1098 (first-language qualified)
kus,kusa1250,Kusaal,121000,,"wikidata P1098 (unqualified, assumed L1)"
rsl,russ1255,Russian-Tajik Sign Language,120000,2010,"wikidata P1098 (unqualified, assumed L1)"
kkh,khun1259,Khün,120000,,"wikidata P1098 (unqualified, assumed L1)"
cyo,cuyo1237,Cuyonon,120000,1990,wikidata P1098 (first-language qualified)
hmo,hiri1237,Hiri Motu,120000,1989,"wikidata P1098 (unqualified, assumed L1)"
ymk,makw1236,Makwe,119700,2000,"wikidata P1098 (unqualified, assumed L1)"
bpy,bish1244,Bishnupriya Manipuri,117500,2001,"wikidata P1098 (unqualified, assumed L1)"
etu,ejag1239,Ejagham,116700,2000,"wikidata P1098 (unqualified, assumed L1)"
gil,gilb1244,Gilbertese,116280,2010,"wikidata P1098 (unqualified, assumed L1)"
qul,nort2976,North Bolivian Quechua,116000,1978,"wikidata P1098 (unqualified, assumed L1)"
rup,arom1237,Aromanian,112960,1999,"wikidata P1098 (unqualified, assumed L1)"
thv,taha1241,Tahaggart Tamahaq,112900,2020,"wikidata P1098 (unqualified, assumed L1)"
bzj,beli1260,Belize Kriol English,110000,,"wikidata P1098 (unqualified, assumed L1)"
yky,yako1252,Yakoma,110000,,"wikidata P1098 (unqualified, assumed L1)"
ast,astu1245,Asturian-Leonese-Cantabrian,110000,2007,wikidata P1098 (first-language qualified)
kkv,kang1289,Kangean,110000,2000,wikidata P1098 (first-language qualified)
end,ende1246,Ende,110000,2009,"wikidata P1098 (unqualified, assumed L1)"
ibl,ibal1244,Ibaloi,110000,1990,wikidata P1098 (first-language qualified)
yka,yaka1277,Yakan,110000,1990,wikidata P1098 (first-language qualified)
hvn,sabu1255,Hawu,110000,1997,"wikidata P1098 (unqualified, assumed L1)"
csb,kash1274,Kashubian,108000,2011,"wikidata P1098 (unqualified, assumed L1)"
bre,bret1244,Breton,107000,2025,"wikidata P1098 (unqualified, assumed L1)"
jdt,jude1256,Judeo-Tat,106000,1989,"wikidata P1098 (unqualified, assumed L1)"
nbw,sout2784,Southern Ngbandi,105000,,"wikidata P1098 (unqualified, assumed L1)"
ljl,lioo1240,Li'o,105000,2009,"wikidata P1098 (unqualified, assumed L1)"
sty,sibe1250,Siberian Tatar,101000,2012,"wikidata P1098 (unqualified, assumed L1)"
niy,ngit1239,Ngiti,100000,1991,"wikidata P1098 (unqualified, assumed L1)"
lrl,lari1253,Larestani,100000,,"wikidata P1098 (unqualified, assumed L1)"
wmw,mwan1247,Mwani,100000,2006,wikidata P1098 (first-language qualified)
tjl,tail1248,Tai Laing,100000,2010,wikidata P1098 (first-language qualified)
dsq,tada1238,Tadaksahak,100000,2007,"wikidata P1098 (unqualified, assumed L1)"
fay,sout2645,Fars Dialects,100000,2012,wikidata P1098 (first-language qualified)
nto,ntom1248,Ntomba,100000,1980,"wikidata P1098 (unqualified, assumed L1)"
sdn,gall1276,Gallurese Sardinian,100000,1999,wikidata P1098 (first-language qualified)
sdc,sass1235,Sassarese Sardinian,100000,1999,"wikidata P1098 (unqualified, assumed L1)"
fng,fana1235,Fanagalo,100000,,"wikidata P1098 (unqualified, assumed L1)"
adj,adio1239,Adioukrou,100000,1999,"wikidata P1098 (unqualified, assumed L1)"
osd,,,100000,2010,"wikidata P1098 (unqualified, assumed L1)"
nrf,jerr1238,Jerriais,100000,,"wikidata P1098 (unqualified, assumed L1)"
aae,arbe1236,Arbëreshë Albanian,100000,,"wikidata P1098 (unqualified, assumed L1)"
ked,kere1283,Kerewe,100000,1987,"wikidata P1098 (unqualified, assumed L1)"
sco,scot1243,Scots,99200,2011,wikidata P1098 (first-language qualified)
adr,adon1237,Adonara,98000,2008,"wikidata P1098 (unqualified, assumed L1)"
cwe,kwer1261,Kwere,98000,,"wikidata P1098 (unqualified, assumed L1)"
myv,erzy1239,Erzya,96860,2010,"wikidata P1098 (unqualified, assumed L1)"
dta,daur1238,Dagur,96085,1999,"wikidata P1098 (unqualified, assumed L1)"
pwn,paiw1248,Paiwan,96000,,"wikidata P1098 (unqualified, assumed L1)"
auh,aush1241,Aushi,95200,,"wikidata P1098 (unqualified, assumed L1)"
tbl,tbol1240,Tboli,95000,2000,wikidata P1098 (first-language qualified)
mdy,male1284,Male (Ethiopia),94700,2007,"wikidata P1098 (unqualified, assumed L1)"
abu,abur1243,Abure,93000,2017,wikidata P1098 (first-language qualified)
bst,bask1236,Basketo,92600,2007,"wikidata P1098 (unqualified, assumed L1)"
ixl,ixil1251,Ixil,92000,,"wikidata P1098 (unqualified, assumed L1)"
omi,omii1238,Omi,91000,2005,"wikidata P1098 (unqualified, assumed L1)"
kft,kanj1259,Kanjari,91000,,"wikidata P1098 (unqualified, assumed L1)"
